id,protein_id,hits_to,query_protein_length,percentage_phage_coat,percentage_encapsulin,enc_perc_fraction,group,clan_phagecoat_percentage,clan_phagecoat_percentage_adjusted
YP_009956348.1,YP_009956348.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956244.1,YP_009956244.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956145.1,YP_009956145.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956035.1,YP_009956035.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009955414.1,YP_009955414.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009954902.1,YP_009954902.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009954693.1,YP_009954693.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009638367.1,YP_009638367.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009636628.1,YP_009636628.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009636419.1,YP_009636419.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009591981.1,YP_009591981.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009018882.1,YP_009018882.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009016896.1,YP_009016896.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009013208.1,YP_009013208.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_010101020.1,YP_010101020.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009963190.1,YP_009963190.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009962879.1,YP_009962879.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009961834.1,YP_009961834.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009961729.1,YP_009961729.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_008239561.1,YP_008239561.1,Phage_cap_P2,355,93.8,0,0,Fringe,93.8,93.8
YP_009961624.1,YP_009961624.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009961411.1,YP_009961411.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009961304.1,YP_009961304.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009961003.1,YP_009961003.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009960793.1,YP_009960793.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009960692.1,YP_009960692.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009960479.1,YP_009960479.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959673.1,YP_009959673.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959577.1,YP_009959577.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959370.1,YP_009959370.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959271.1,YP_009959271.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959166.1,YP_009959166.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009958960.1,YP_009958960.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009958863.1,YP_009958863.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009958243.1,YP_009958243.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009957827.1,YP_009957827.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009957724.1,YP_009957724.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009957409.1,YP_009957409.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956995.1,YP_009956995.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_007238029.1,YP_007238029.1,Phage_cap_P2,359,92.48,0,0,Fringe,92.48,92.48
YP_009956885.1,YP_009956885.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956565.1,YP_009956565.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956457.1,YP_009956457.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009955924.1,YP_009955924.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009955118.1,YP_009955118.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009954588.1,YP_009954588.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009954485.1,YP_009954485.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009962776.1,YP_009962776.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009962563.1,YP_009962563.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009956674.1,YP_009956674.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009955018.1,YP_009955018.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
DTR_036663,DTR_036663_13,GP7,299,75.17,0,0,Control,75.17,75.17
YP_009303845.1,YP_009303845.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009608188.1,YP_009608188.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009608081.1,YP_009608081.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009214366.1,YP_009214366.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009212648.1,YP_009212648.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009211170.1,YP_009211170.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009208747.1,YP_009208747.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009202287.1,YP_009202287.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009200633.1,YP_009200633.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009187162.1,YP_009187162.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009125287.1,YP_009125287.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009125185.1,YP_009125185.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009124197.1,YP_009124197.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009100118.1,YP_009100118.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009007473.1,YP_009007473.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_008410575.1,YP_008410575.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_008051132.1,YP_008051132.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_004123828.1,YP_004123828.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_010738268.1,YP_010738268.1,Gp13-like,319,97.49,0,0,Refseq,97.49,97.49
YP_010738213.1,YP_010738213.1,Gp13-like,319,97.49,0,0,Refseq,97.49,97.49
YP_010719981.1,YP_010719981.1,Gp13-like,323,97.52,0,0,Refseq,97.52,97.52
YP_010742914.1,YP_010742914.1,Gln-synt_N_2|Gp13-like,324,97.53,0,0,Refseq,97.53,97.53
YP_010742845.1,YP_010742845.1,Gln-synt_N_2|Gp13-like,324,97.53,0,0,Refseq,97.53,97.53
YP_010731699.1,YP_010731699.1,Aminotran_5|Gp13-like,324,97.53,0,0,Refseq,97.53,97.53
YP_010731620.1,YP_010731620.1,Aminotran_5|Gp13-like,324,97.53,0,0,Refseq,97.53,97.53
YP_010774392.1,YP_010774392.1,Gp13-like,326,97.85,0,0,Refseq,97.85,97.85
NP_040587.1,NP_040587.1,Phage_cap_E,341,98.24,0,0,Refseq,98.24,98.24
YP_009909772.1,YP_009909772.1,Phage_cap_E,341,98.24,0,0,Refseq,98.24,98.24
YP_009617237.1,YP_009617237.1,Phage_cap_E,341,98.24,0,0,Refseq,98.24,98.24
YP_007112546.1,YP_007112546.1,Phage_cap_E,341,98.24,0,0,Refseq,98.24,98.24
YP_007111782.1,YP_007111782.1,Phage_cap_E,341,98.24,0,0,Refseq,98.24,98.24
YP_007111380.1,YP_007111380.1,Phage_cap_E,341,98.53,0,0,Refseq,98.53,98.53
YP_007112140.1,YP_007112140.1,Phage_cap_E,341,98.53,0,0,Refseq,98.53,98.53
NP_046903.1,NP_046903.1,Phage_cap_E,341,98.53,0,0,Refseq,98.53,98.53
YP_007947932.1,YP_007947932.1,Phage_cap_E,341,98.53,0,0,Refseq,98.53,98.53
YP_004306645.1,YP_004306645.1,Fusion_gly|Mat89Bb|Mitofilin|Pex26|Phage_capsid,415,66.75,0,0,Fringe,66.75,66.75
EEC8325619.1,EEC8325619.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
EAM9283882.1,EAM9283882.1,BLOC1_2|GIDA|HOOK|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
EAZ4747966.1,EAZ4747966.1,Phage_capsid|PspB|YPEB_N,384,71.88,0,0,PICIs,71.88,71.88
EDX33666.1,EDX33666.1,Phage_cap_E,351,91.45,0,0,PICIs,91.45,91.45
EFE0102951.1,EFE0102951.1,BLOC1_2|FlxA|GIDA|HOOK|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
EEI46694.1,EEI46694.1,FlxA|Phage_capsid|YPEB_N,384,71.88,0,0,PICIs,71.88,71.88
EHB89919.1,EHB89919.1,DUF2582|Phage_cap_E|Receptor_IA-2,313,21.09,0,0,PICIs,21.09,21.09
AAN79968.1,AAN79968.1,Phage_cap_E,351,91.45,0,0,PICIs,91.45,91.45
EJQ56205.1,EJQ56205.1,DUF2059|Phage_capsid,420,62.14,0,0,PICIs,62.14,62.14
EHK90963.1,EHK90963.1,DUF2582|DUF3931|Phage_cap_E|Receptor_IA-2,311,21.54,0,0,PICIs,21.54,21.54
EIO28515.1,EIO28515.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
BAI26329.1,BAI26329.1,Phage_capsid,307,65.8,0,0,PICIs,65.8,65.8
BAI36759.1,BAI36759.1,Phage_capsid,308,65.58,0,0,PICIs,65.58,65.58
GCT88404.1,GCT88404.1,Biotin_lipoyl|DUF1192|DUF4407|DUF6847|HALZ|HOOK|Peptidase_M75|Phage_capsid|PspB|SPT16_C|YPEB_N,389,73.01,0,0,PICIs,73.01,73.01
ABB66703.1,ABB66703.1,Phage_cap_E,351,91.45,0,0,PICIs,91.45,91.45
ABB66704.1,ABB66704.1,DUF6260,79,43.04,0,0,PICIs,43.04,43.04
ACB17036.1,ACB17036.1,Biotin_lipoyl|DUF1192|DUF4407|DUF6847|HALZ|HOOK|Peptidase_M75|Phage_capsid|PspB|SPT16_C|YPEB_N,389,73.01,0,0,PICIs,73.01,73.01
AKD40791.1,AKD40791.1,Phage_cap_E,305,21.64,0,0,PICIs,21.64,21.64
AID02921.1,AID02921.1,Phage_capsid,410,63.9,0,0,PICIs,63.9,63.9
AHN25854.1,AHN25854.1,DUF573|Phage_capsid,385,78.96,0,0,PICIs,78.96,78.96
APK35093.1,APK35093.1,DUF1192|DUF4407|DUF6847|HALZ|HOOK|Peptidase_M75|Phage_capsid|PspB|SPT16_C|YPEB_N,389,73.01,0,0,PICIs,73.01,73.01
AKP33305.1,AKP33305.1,Phage_capsid,390,72.56,0,0,PICIs,72.56,72.56
ALQ85514.1,ALQ85514.1,BLOC1_2|FlxA|GIDA|HOOK|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
AMW23481.1,AMW23481.1,DraK_HK_N|Phage_capsid,412,63.59,0,0,PICIs,63.59,63.59
ASJ43386.1,ASJ43386.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
AQL28797.1,AQL28797.1,BLOC1_2|Phage_capsid|PspB|YPEB_N,386,72.8,0,0,PICIs,72.8,72.8
APM31878.1,APM31878.1,DUF4407|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
AQV19965.1,AQV19965.1,CLP_protease|Mu-like_gpT|SDH_sah,637,23.39,0,0,PICIs,23.39,23.39
ARD18660.1,ARD18660.1,FlgN|Phage_Mu_Gam|Phage_capsid|YPEB_N,392,76.79,0,0,PICIs,76.79,76.79
AVR01568.1,AVR01568.1,DUF4407|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
ASC35437.1,ASC35437.1,BLOC1_2|DUF4407|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
ASV67217.1,ASV67217.1,DUF2059|Phage_capsid,417,62.83,0,0,PICIs,62.83,62.83
ATG61549.1,ATG61549.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
AUZ71420.1,AUZ71420.1,BLOC1_2|FlxA|GIDA|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
AWJ48943.1,AWJ48943.1,BLOC1_2|Phage_capsid|PspB|YPEB_N,385,72.73,0,0,PICIs,72.73,72.73
AWJ54597.1,AWJ54597.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
AWK50480.1,AWK50480.1,Phage_capsid,417,63.55,0,0,PICIs,63.55,63.55
QDN14409.1,QDN14409.1,BLOC1_2|FlxA|GIDA|HOOK|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
QEM50431.1,QEM50431.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
CAR08832.2,CAR08832.2,Phage_cap_E,351,91.74,0,0,PICIs,91.74,91.74
CAR18146.1,CAR18146.1,BLOC1_2|Phage_capsid|PspB|TMP_3|YPEB_N,390,72.82,0,0,PICIs,72.82,72.82
HAJ7289410.1,HAJ7289410.1,BLOC1_2|FlxA|GIDA|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
CAQ68145.1,CAQ68145.1,DUF968|Peptidase_S78|Phage_capsid,518,55.6,0,0,PICIs,55.6,55.6
CAR89459.1,CAR89459.1,Amidohydro_3|Glyco_tranf_2_2|Glyco_tranf_2_3|Glyco_tranf_2_4|Glycos_transf_2|Phage_capsid,242,20.66,0,0,PICIs,20.66,20.66
CAR89535.1,CAR89535.1,Peptidase_S78|Phage_capsid,523,49.9,0,0,PICIs,49.9,49.9
CDH89021.1,CDH89021.1,DUF2953|Phage_capsid,408,64.95,0,0,PICIs,64.95,64.95
KES19229.1,KES19229.1,DXP_reductoisom|Phage_capsid,385,78.96,0,0,PICIs,78.96,78.96
KES19230.1,KES19230.1,Aminoglyc_resit|Peptidase_S78|Phage_capsid_2|YqaJ,184,20.65,0,0,PICIs,20.65,20.65
EZB64743.1,EZB64743.1,Phage_cap_E,351,91.45,0,0,PICIs,91.45,91.45
KAB85965.1,KAB85965.1,MutH|Phage_capsid,409,64.06,0,0,PICIs,64.06,64.06
EZX20748.1,EZX20748.1,Phage_capsid,412,63.35,0,0,PICIs,63.35,63.35
KTY31511.1,KTY31511.1,DUF4407|Lzipper-MIP1|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
KUD74642.1,KUD74642.1,BLOC1_2|DUF4407|HOOK|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
OKK39674.1,OKK39674.1,Phage_capsid|YPEB_N,384,71.88,0,0,PICIs,71.88,71.88
WP_001137341.1,WP_001137341.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
WP_000907460.1,WP_000907460.1,Phage_cap_E,351,91.45,0,0,PICIs,91.45,91.45
WP_000907465.1,WP_000907465.1,Phage_cap_E,351,91.45,0,0,PICIs,91.45,91.45
OTZ69274.1,OTZ69274.1,Asp_DH_C|DUF2059|Phage_capsid,415,62.89,0,0,PICIs,62.89,62.89
OZP22823.1,OZP22823.1,BLOC1_2|FlxA|GIDA|Phage_capsid|PspB|YPEB_N,388,72.42,0,0,PICIs,72.42,72.42
WP_001137345.1,WP_001137345.1,BLOC1_2|Phage_capsid|PspB,385,72.73,0,0,PICIs,72.73,72.73
WP_014570234.1,WP_014570234.1,DUF968|Peptidase_S78|Phage_capsid,519,54.72,0,0,PICIs,54.72,54.72
WP_103170276.1,WP_103170276.1,Phage_capsid,411,63.5,0,0,PICIs,63.5,63.5
WP_103301589.1,WP_103301589.1,Phage_capsid,414,63.29,0,0,PICIs,63.29,63.29
WP_135023949.1,WP_135023949.1,Phage_capsid,412,63.59,0,0,PICIs,63.59,63.59
PTK21539.1,PTK21539.1,DraK_HK_N|FIVAR|Phage_capsid,411,63.5,0,0,PICIs,63.5,63.5
KAA1142249.1,KAA1142249.1,Phage_capsid|YPEB_N,384,71.88,0,0,PICIs,71.88,71.88
2e0z_C,2e0z_C,Herpes_IR6|Linocin_M18|Phage_capsid,NA,81.14,75.44,92.97510476,ENC_1,81.14,81.14
2pk8,2pk8,ENCP4,NA,69.17,69.17,100,ENC_4,69.17,69.17
3dkt_I,3dkt_I,DUF2184|Linocin_M18|Phage_capsid,NA,96.7,91.94,95.07755946,ENC_1,96.7,96.7
4pt2_B,4pt2_B,DUF2184|DUF6260|Linocin_M18,NA,94.95,94.95,100,ENC_1,94.95,94.95
6nj8_C,6nj8_C,DUF2184|Linocin_M18,NA,92.42,92.42,100,ENC_1,92.42,92.42
6x8t,6x8t,SrpI-like,NA,83.93,83.93,100,ENC_2,83.93,83.93
A0A1C6VMF2,A0A1C6VMF2,ENC_III | Phage_capsid,NA,98.95,98.95,100,ENC_3,98.95,98.95
A0A3A8R7G9,A0A3A8R7G9,ENC_III | Phage_capsid,NA,99.65,99.65,100,ENC_3,99.65,99.65
A0A535MXH6,A0A535MXH6,ENC_III | Phage_capsid,NA,99.27,99.27,100,ENC_3,99.27,99.27
A0A7D5Y6H5,A0A7D5Y6H5,ENC_III | Phage_capsid,NA,97.25,97.25,100,ENC_3,97.25,97.25
AF-A0A010Z2Q7-F1-model_v4,AF-A0A010Z2Q7-F1-model_v4,Linocin_M18|Phage_capsid,NA,94.74,94.74,100,ENC_1,94.74,94.74
AF-A0A014MDQ0-F1-model_v4,AF-A0A014MDQ0-F1-model_v4,SrpI-like|cNMP_binding,NA,53.62,53.62,100,ENC_2,53.62,53.62
AF-A0A021XHD3-F1-model_v4,AF-A0A021XHD3-F1-model_v4,Linocin_M18,NA,94.36,94.36,100,ENC_1,94.36,94.36
AF-A0A022IZK5-F1-model_v4,AF-A0A022IZK5-F1-model_v4,SrpI-like,NA,78.06,78.06,100,ENC_2,78.06,78.06
AF-A0A063YX90-F1-model_v4,AF-A0A063YX90-F1-model_v4,DUF2184|Linocin_M18,NA,90.49,90.49,100,ENC_1,90.49,90.49
AF-A0A066U7B5-F1-model_v4,AF-A0A066U7B5-F1-model_v4,SrpI-like|cNMP_binding,NA,54.18,54.18,100,ENC_2,54.18,54.18
AF-A0A066WPE6-F1-model_v4,AF-A0A066WPE6-F1-model_v4,DUF2185|SrpI-like,NA,79.67,79.67,100,ENC_2,79.67,79.67
AF-A0A073IRR0-F1-model_v4,AF-A0A073IRR0-F1-model_v4,Linocin_M18|Phage_capsid,NA,98.5,93.98,95.41116751,ENC_1,98.5,98.5
AF-A0A075KC57-F1-model_v4,AF-A0A075KC57-F1-model_v4,SrpI-like|cNMP_binding,NA,54.2,54.2,100,ENC_2,54.2,54.2
AF-A0A075LT42-F1-model_v4,AF-A0A075LT42-F1-model_v4,ENCP4,NA,80.85,80.85,100,ENC_4,80.85,80.85
AF-A0A081C115-F1-model_v4,AF-A0A081C115-F1-model_v4,Linocin_M18,NA,94.72,94.72,100,ENC_1,94.72,94.72
AF-A0A081GN59-F1-model_v4,AF-A0A081GN59-F1-model_v4,SrpI-like,NA,78.96,78.96,100,ENC_2,78.96,78.96
AF-A0A097QSY3-F1-model_v4,AF-A0A097QSY3-F1-model_v4,ENCP4,NA,97.85,97.85,100,ENC_4,97.85,97.85
AF-A0A0A1PHD5-F1-model_v4,AF-A0A0A1PHD5-F1-model_v4,Linocin_M18,NA,92.96,92.96,100,ENC_1,92.96,92.96
AF-A0A0E3K011-F1-model_v4,AF-A0A0E3K011-F1-model_v4,COQ7|DUF5074|Ferritin|Linocin_M18|Rubrerythrin,NA,66.76,66.76,100,ENC_1,66.76,66.76
AF-A0A0E3TQ69-F1-model_v4,AF-A0A0E3TQ69-F1-model_v4,Linocin_M18,NA,94.72,94.72,100,ENC_1,94.72,94.72
AF-A0A0E9LXW7-F1-model_v4,AF-A0A0E9LXW7-F1-model_v4,Linocin_M18|STT3-PglB_core|Vault_3,NA,86.71,86.71,100,ENC_1,86.71,86.71
AF-A0A0F6SHG2-F1-model_v4,AF-A0A0F6SHG2-F1-model_v4,DUF2184|DUF6260|Linocin_M18|Phage_capsid,NA,98.9,94.51,95.5611729,ENC_1,98.9,98.9
AF-A0A0G3EGF7-F1-model_v4,AF-A0A0G3EGF7-F1-model_v4,Abdominal-A|Linocin_M18,NA,95.08,95.08,100,ENC_1,95.08,95.08
AF-A0A0G4K910-F1-model_v4,AF-A0A0G4K910-F1-model_v4,DUF2184|DUF6260|Linocin_M18|Phage_capsid,NA,94.8,94.8,100,ENC_1,94.8,94.8
AF-A0A0K1PWE9-F1-model_v4,AF-A0A0K1PWE9-F1-model_v4,SrpI-like,NA,76.16,76.16,100,ENC_2,76.16,76.16
AF-A0A0Q2RBW9-F1-model_v4,AF-A0A0Q2RBW9-F1-model_v4,ENCP4,NA,78.35,78.35,100,ENC_4,78.35,78.35
AF-A0A0U3R0N9-F1-model_v4,AF-A0A0U3R0N9-F1-model_v4,ENCP4,NA,97.87,97.87,100,ENC_4,97.87,97.87
AF-A0A0U3R0P3-F1-model_v4,AF-A0A0U3R0P3-F1-model_v4,COQ7|DUF2383|DUF455|Ferritin|Linocin_M18|Phage_capsid|Rubrerythrin,NA,55.49,51.73,93.22400433,ENC_1,55.49,55.49
AF-A0A142CV40-F1-model_v4,AF-A0A142CV40-F1-model_v4,ENCP4|Exog_C|Glyco_trans_4_3,NA,82.98,82.98,100,ENC_4,82.98,82.98
AF-A0A142X526-F1-model_v4,AF-A0A142X526-F1-model_v4,IML1|LolA_3|SrpI-like|VARLMGL|cNMP_binding,NA,53.2,53.2,100,ENC_2,53.2,53.2
AF-A0A143PK27-F1-model_v4,AF-A0A143PK27-F1-model_v4,SrpI-like,NA,79.87,79.87,100,ENC_2,79.87,79.87
AF-A0A146G308-F1-model_v4,AF-A0A146G308-F1-model_v4,SrpI-like,NA,80,80,100,ENC_2,80,80
AF-A0A150NC42-F1-model_v4,AF-A0A150NC42-F1-model_v4,DUF2184|DUF6260|Linocin_M18,NA,90.49,90.49,100,ENC_1,90.49,90.49
AF-A0A1D7UW89-F1-model_v4,AF-A0A1D7UW89-F1-model_v4,SrpI-like,NA,80.77,80.77,100,ENC_2,80.77,80.77
AF-A0A1E9ISG6-F1-model_v4,AF-A0A1E9ISG6-F1-model_v4,Linocin_M18,NA,95.02,95.02,100,ENC_1,95.02,95.02
AF-A0A1G0XXJ5-F1-model_v4,AF-A0A1G0XXJ5-F1-model_v4,Linocin_M18,NA,92.57,92.57,100,ENC_1,92.57,92.57
AF-A0A1H8JYN5-F1-model_v4,AF-A0A1H8JYN5-F1-model_v4,SrpI-like,NA,78.83,78.83,100,ENC_2,78.83,78.83
AF-A0A1I0QAC2-F1-model_v4,AF-A0A1I0QAC2-F1-model_v4,SrpI-like|VARLMGL|cNMP_binding,NA,53.86,53.86,100,ENC_2,53.86,53.86
AF-A0A1I7DSM7-F1-model_v4,AF-A0A1I7DSM7-F1-model_v4,Linocin_M18,NA,94.01,94.01,100,ENC_1,94.01,94.01
AF-A0A1M5V7S6-F1-model_v4,AF-A0A1M5V7S6-F1-model_v4,DUF2185|SrpI-like,NA,79.13,79.13,100,ENC_2,79.13,79.13
AF-A0A1M6RQ13-F1-model_v4,AF-A0A1M6RQ13-F1-model_v4,DUF2184|Linocin_M18,NA,94.66,94.66,100,ENC_1,94.66,94.66
AF-A0A1Q6YFD0-F1-model_v4,AF-A0A1Q6YFD0-F1-model_v4,CATASP|Linocin_M18,NA,94.4,94.4,100,ENC_1,94.4,94.4
AF-A0A1U7ILM5-F1-model_v4,AF-A0A1U7ILM5-F1-model_v4,SrpI-like|cNMP_binding,NA,53.21,53.21,100,ENC_2,53.21,53.21
AF-A0A1U7PZI8-F1-model_v4,AF-A0A1U7PZI8-F1-model_v4,DUF1861|Linocin_M18,NA,94.01,94.01,100,ENC_1,94.01,94.01
AF-A0A1V5PB52-F1-model_v4,AF-A0A1V5PB52-F1-model_v4,DUF2184|Linocin_M18,NA,94.03,94.03,100,ENC_1,94.03,94.03
AF-A0A1V5SW53-F1-model_v4,AF-A0A1V5SW53-F1-model_v4,Linocin_M18,NA,94.01,94.01,100,ENC_1,94.01,94.01
AF-A0A1V5V665-F1-model_v4,AF-A0A1V5V665-F1-model_v4,DUF2185|SrpI-like,NA,77.22,77.22,100,ENC_2,77.22,77.22
AF-A0A1V5XWZ4-F1-model_v4,AF-A0A1V5XWZ4-F1-model_v4,Linocin_M18,NA,94.36,94.36,100,ENC_1,94.36,94.36
